,JLA_name,OSC_name,Aliases,Host,RA,DEC,Host_RA,Host_DEC,global_u,global_g,global_r,global_i,global_z,global_u_err,global_g_err,global_r_err,global_i_err,global_z_err,SDSS_RA,SDSS_DEC,Flag,Unnamed: 0,zcmb,zhel,dz,mb,dmb,x1,dx1,color,dcolor,3rdvar,d3rdvar,tmax,dtmax,cov_m_s,cov_m_c,cov_s_c,set,ra,dec,biascor,ZPEG_StMass,ZPEG_SFR(Msol/an),ZPEG_Chi2/(nobs_tot-3),ZPEG_Redshift,ZPEG_Age(Myr)
34,SDSS13038,SN2006gn,"SN2006gn, SDSS-II SN 13038",A231118+0030,"23:11:18.43,23:11:18.48,23:11:18.430","+00:30:16.6,+00:30:16.24,+00:30:16.582,+00:30:16.60","23:11:18,23:11:18.00","+00:30:16,+00:30:16.0",23.89604793,25.6681386,25.35835941,24.22176199,20.2054204,1.079024,0.7570556,0.7925146,1.021131,0.1926721,347.8271181,0.505942714,OSC SN,34,0.10264,0.104,0,19.206141,0.113322,1.419043,0.145956,-0.023293,0.023002,5,10,53988.64926,0.135905,0.002333,0.000582,0.000659,2,-12.173217,0.504606,-0.001135,1.11E+08,0,1.28E+01,0.103,12000
35,SDSS20106,SN2007pr,"SN2007pr, SDSS-II SN 20106",SDSS J30612.99+001944.1,"23:06:13.03,23:06:12.96","+00:19:44.3,+00:19:43.82,+00:19:44.26,+00:19:43.81","23:06:12.96,23:06:13,23:06:13.00","+00:19:44.1228,+00:19:44,+00:19:44.0",23.8022172,22.30651253,21.43201178,20.84534621,21.06435982,1.101487,0.1628635,0.116997,0.107012,0.6116958,346.5541777,0.328917575,OSC Host,35,0.33136,0.333,0,22.047888,0.135299,-0.983242,0.719073,-0.113775,0.067189,10.137,0.269,54404.13657,0.796624,0.037895,0.001631,0.01342,2,-13.44571,0.328961,-8.30E-05,1.38E+10,2.7952146,1.80E+00,0.331,9000
36,SDSS16352,SN2006pk,"SN2006pk, SDSS-II SN 16352",SDSS J30459.84-005221.1,"23:04:59.85,23:04:59.76,23:04:59.849","-00:52:24.1,-00:52:24.096,-00:52:24.114,-00:52:24.3732,-00:52:24.10","23:04:59.76,23:04:59,23:04:59.00","-00:52:21.1044,-00:52:24,-00:52:24.0",23.41907529,22.39292832,20.75790983,20.5871953,19.75572194,2.221359,0.5716657,0.1071689,0.1054373,0.1548165,346.2494226,-0.872659208,OSC Host,36,0.24647,0.248,0,20.845774,0.115433,0.273411,0.849504,-0.141815,0.039512,9.769,0.5475,54059.08243,0.673456,0.01641,0.001047,0.014561,2,-13.750642,-0.873365,-0.000534,2.41E+10,0,4.47E+00,0.246,8000
37,SDSS18617,SN2007mw,"SN2007mw, SDSS-II SN 18617",SDSS J30302.73+005057.7,"23:03:02.64,23:03:02.88,23:03:02.76","+00:50:57.8,+00:50:56.994,+00:50:56.753,+00:50:57.0","23:03:02.64,23:03:02,23:03:02.00","+00:50:57.786,+00:50:57,+00:50:57.0",26.48830654,23.10824086,21.79180045,24.68784272,21.2545197,0.3996962,0.305085,0.1742773,1.257572,0.5758366,345.7617843,0.849676388,OSC Host,37,0.32038,0.322,0,22.0083,0.12816,-0.256202,0.881585,-0.021879,0.05696,9.922,0.3815,54381.32202,1.259517,0.028865,0.0012,0.005511,2,-14.238505,0.849165,-8.90E-05,6.09E+09,0,1.58E+01,0.32,7000
38,SDSS15504,SN2006oc,"SN2006oc, SDSS-II SN 15504",SDSS J30248.33-005236.7,"23:02:48.35,23:02:48.24,23:02:48.350","-00:52:35.1,-00:52:35.112,-00:52:35.1192,-00:52:35.5548,-00:52:35.11","23:02:48.24,23:02:48,23:02:48.00","-00:52:36.7284,-00:52:35,-00:52:35.0",22.49581849,20.41408269,19.26302254,18.76444739,18.37173231,0.6392726,0.04530028,0.02321581,0.02239207,0.05663941,345.701397,-0.876867997,OSC Host,38,0.24947,0.251,0,21.852696,0.131353,2.33717,0.726209,0.205582,0.057909,10.727,0.1055,54039.80898,0.570462,0.040892,0.002883,0.017225,2,-14.298554,-0.876422,-0.000507,1.17E+11,0,9.55E+00,0.249,8000
39,SDSS7143,SN2005jg,"SN2005jg, SDSS-II SN 7143",SDSS J30102.95-001224.8,"23:01:02.97,23:01:03.0,23:01:02.88,23:01:02.969","-00:12:26.7,-00:12:27,-00:12:26.532,-00:12:26.856,-00:12:26.5212,-00:12:26.8596,-00:12:26.5,-00:12:26.50","23:01:02.88,23:01:02,23:01:02.00","-00:12:24.8148,-00:12:26,-00:12:26.0",23.25156623,21.06353327,20.13993157,19.85580074,20.50463686,1.658424,0.09661804,0.06229693,0.06061771,0.4259692,345.2624252,-0.206908836,OSC Host,39,0.3024,0.304,0,22.0549,0.118973,-0.477103,0.601368,0.011421,0.044087,10.494,0.306,53677.7929,0.57709,0.01383,0.001006,0.005469,2,-14.73764,-0.207367,-0.000141,3.19E+10,6.4737961,4.64E+00,0.302,9000
40,SDSS13641,SN2006hf,"SN2006hf, SDSS-II SN 13641",A230052-0058,"23:00:52.48,23:00:52.56,23:00:52.49,23:00:52.490","-00:58:52.4,-00:58:52.104,-00:58:52.392,-00:58:52.1148,-00:58:52.3884,-00:58:52.1,-00:58:52.10","23:00:52.434,23:00:52,23:00:52.00","-00:58:52.726,-00:58:52,-00:58:52.0",23.5148752,22.90189125,21.52013799,21.74530388,21.4320571,1.234439,0.4021212,0.1637062,0.2614955,0.6292723,345.2175692,-0.981949494,OSC Host,40,0.20852,0.21,0,20.762042,0.114386,1.026478,0.283831,-0.031055,0.032116,5,10,54004.83148,0.290529,0.00382,0.000834,0.000756,2,-14.781268,-0.981143,-0.00087,3.42E+09,0.59579992,2.11E+00,0.209,10000
41,SDSS13045,SN2006fn,"SN2006fn, SDSS-II SN 13045",SDSS J30005.98+003215.1,"23:00:05.98,23:00:06,23:00:05.981","+00:32:15.6,+00:32:15.61,+00:32:15.335","23:00:05.977,23:00:06,23:00:05,23:00:05.00","+00:32:15.180,+00:32:15.1692,+00:32:15,+00:32:15.0",22.00844402,19.95904907,18.8985494,18.53331111,18.26592812,0.2777652,0.02384872,0.01339911,0.01434232,0.03337537,345.0249322,0.537550788,OSC Host,41,0.18055,0.182,0,20.67432,0.118342,-0.137419,0.468702,0.052129,0.034215,10.414,0.11,53993.29756,1.071968,-0.007697,0.001245,-0.002972,2,-14.975061,0.53767,-0.001082,6.93E+10,0,3.06E+01,0.181,8000
42,SDSS10805,SN2005ku,"SN2005ku, SDSS-II SN 10805",SDSS J25942.66-000048.8,"22:59:42.61,22:59:42.6,22:59:42.72,22:59:42.48,22:59:42.610","+00:00:49.3,-00:00:49,-00:00:49.32,-00:00:49.356,-00:00:49.428,-00:00:49.8744,-00:00:49.30,-00:00:49.3,-00:00:49.28","22:59:42.72,22:59:42,22:59:42.00","-00:00:48.96,-00:00:48.8632,-00:00:49,-00:00:49.0",17.08959433,15.99651133,15.54632099,15.23831439,15.04662914,0.02350006,0.004514961,0.00422259,0.004712355,0.01037187,344.9277945,-0.013549943,OSC Host,42,0.04413,0.04542,0,17.531728,0.11486,-0.952693,0.402381,0.056678,0.024892,9.998,0.206,53698.68768,0.125472,0.006306,0.000594,0.003643,2,-15.072472,-0.01373,-0.000235,3.76E+10,6.5464101,4.91E+01,0.044,10000
43,SDSS2789,SN2005fx,"SN2005fx, SDSS-II SN 2789",SDSS J25648.48+002402.0,"22:56:48.34,22:56:48.3,22:56:48.24,22:56:48.341","+00:24:03.9,+00:24:04,+00:24:03.96,+00:24:03.672,+00:24:03.9924,+00:24:03.6648,+00:24:03.89,+00:24:03.92","22:56:48.48,22:56:48,22:56:48.00","+00:24:02.052,+00:24:03,+00:24:03.0",23.2320878,20.80928136,19.35417101,18.71410076,18.38554335,1.197675,0.0667907,0.02567392,0.02063668,0.06122749,344.2020515,0.400587284,OSC Host,43,0.28872,0.2903,0,21.563138,0.124095,-0.761709,0.519355,-0.110724,0.052871,10.949,0.1905,53636.32144,0.490634,0.018953,0.001541,0.005357,2,-15.798545,0.401109,-0.000211,1.97E+11,0,2.77E-01,0.289,10000
44,SDSS14456,SN2006jm,"SN2006jm, SDSS-II SN 14456",SDSS J25412.23+010303.1,"22:54:12.24,22:54:12.27,22:54:12.269","+01:03:03.2,+01:03:02.376,+01:03:02.124,+01:03:02.3,+01:03:02.30","22:54:12.24,22:54:12,22:54:12.00","+01:03:03.168,+01:03:02,+01:03:02.0",24.25443143,21.67443453,20.43040616,19.73970141,19.09711121,1.615002,0.1245775,0.05801183,0.04778711,0.09511634,343.5509857,1.050887255,OSC Host,44,0.32837,0.33,0,21.823069,0.124052,-0.040964,0.54748,-0.029396,0.048258,10.93,0.236,54018.66355,0.463304,0.022493,0.001329,0.005937,2,-16.448896,1.050661,-8.30E-05,1.02E+11,0,4.85E+00,0.328,9000
45,SDSS13934,SN2006jg,"SN2006jg, SDSS-II SN 13934",SDSS J24826.50-002606.5,"22:48:26.64,22:48:26.640","-00:26:07.0,-00:26:06.972,-00:26:07.548,-00:26:06.9648,-00:26:07.5552,-00:26:07.01","22:48:26.4,22:48:26,22:48:26.00","-00:26:06.5184,-00:26:07,-00:26:07.0",21.51163585,20.34414751,19.3672631,18.97136686,18.58497667,0.5547297,0.07120083,0.03946324,0.03979601,0.1053317,342.1104548,-0.435154368,OSC Host,45,0.32838,0.33,0,22.190461,0.136536,-0.707675,0.819169,-0.100206,0.069498,10.51,0.0475,54007.418,0.952551,0.041775,0.001478,0.010853,2,-17.88899,-0.435268,-8.30E-05,8.50E+10,17.237099,5.81E+00,0.328,9000
46,SDSS20245,SN2007pi,"SN2007pi, 2MASS J22464928+0045209, SDSS-II SN 20245",SDSS J24649.24+004520.9,"22:46:49.28,22:46:49.2,22:46:49.44,22:46:49.33","+00:45:20.9,+00:45:22.25,+00:45:22.64,+00:45:22.262,+00:45:22.7","22:46:49.2,22:46:49,22:46:49.00","+00:45:20.9304,+00:45:22,+00:45:22.0",20.90705121,19.30852006,17.99191397,17.54827467,17.03421852,0.2302875,0.02451188,0.01127496,0.01105366,0.02220072,341.7052262,0.755814303,OSC Host,46,0.30041,0.302,0,21.668758,0.125866,-0.602476,0.897103,0.045499,0.054593,11.404,0.111,54411.88751,0.588258,0.039897,0.001952,0.017974,2,-18.294451,0.75629,-0.00015,5.38E+11,0,8.60E+01,0.3,7000
47,SDSS13025,SN2006fx,"SN2006fx, SDSS-II SN 13025",SDSS J24616.26+002458.3,"22:46:16.32,22:46:16.08,22:46:16.15,22:46:16.150","+00:24:58.4,+00:24:57.2,+00:24:56.84,+00:24:57.226,+00:24:56.826,+00:24:57.20","22:46:16.267,22:46:16.32,22:46:16,22:46:16.00","+00:24:58.404,+00:24:58.3344,+00:24:57,+00:24:57.0",20.07107387,19.09940361,18.36837524,17.97037131,17.73341007,0.1003912,0.01913179,0.01452584,0.01551038,0.05340038,341.5678312,0.416215366,OSC Host,47,0.22351,0.225,0,21.236545,0.1168,0.742038,0.297371,0.028844,0.035915,10.714,0.3695,53990.6519,0.441037,0.004694,0.001086,0.00116,2,-18.432674,0.415896,-0.000739,1.00E+11,17.480268,8.64E+00,0.224,10000
48,SDSS19899,SN2007pu,"SN2007pu, SDSS-II SN 19899, CSS071117:224558-003854",SDSS J24558.32-003855.9,"22:45:58.320,22:45:58.08,22:45:58.15","-00:38:55.99,-00:38:55.4496,-00:38:55.734,-00:38:55.4","22:45:58.32,22:45:58,22:45:58.00","-00:38:55.9788,-00:38:55,-00:38:55.0",23.6394455,24.29932237,24.44303426,22.05928999,21.86262872,0.8418839,0.5095234,0.6208622,0.1689381,0.4549734,341.4935769,-0.647546481,OSC Host,48,0.09007,0.0914,0,18.477718,0.111899,0.284478,0.193639,-0.146258,0.021065,8.529,0.272,54418.75969,0.162669,0.001336,0.000451,0.00099,2,-18.507723,-0.648736,-0.001026,3.40E+08,0,8.54E+00,0.09,12000
49,sn1995ac,SN1995ac,SN1995ac,2MFGC 17122,"22:45:34.14,22:45:34.140","-08:45:04.7,-08:45:04.72","22:45:41,22:45:41.00","-08:45:12,-08:45:12.0",17.15768808,15.55310574,14.74456261,14.25797181,13.90351274,0.02737848,0.004074758,0.003085753,0.002993435,0.005541318,341.3919785,-8.750736383,OSC SN,49,0.048984,0.049902,0,17.075749,0.139079,0.749336,0.121246,-0.038395,0.028157,7.892,1.0135,49992.91854,0.133365,0.000583,0.000718,9.10E-05,3,341.39225,-8.751306,-0.014978,2.58E+11,0,3.03E+02,0.049,13000
50,SDSS16069,SN2006nd,"SN2006nd, 2MASS J22445881-0100230, SDSS-II SN 16069",SDSS J24458.81-010022.9,"22:44:58.812,22:44:59.04,22:44:59.06,22:44:59.059","-01:00:23.05,-01:00:23.76,-01:00:24.048,-01:00:23.8,-01:00:23.80","22:44:58.8,22:44:59,22:44:59.00","-01:00:23.04,-01:00:22.968,-01:00:23,-01:00:23.0",19.13559144,18.07905112,17.40947296,16.97173127,16.71314451,0.05947223,0.008992551,0.006748052,0.006258687,0.0158249,341.2450566,-1.006377545,OSC Host,50,0.12739,0.12877,0,20.104432,0.113191,0.878535,0.217333,0.15663,0.026638,10.98,0.2505,54050.75667,0.185417,0.002579,0.000714,0.001592,2,-18.753925,-1.006598,-0.001238,8.63E+10,11.277547,1.40E+02,0.127,12000
51,SDSS18604,SN2007lp,"SN2007lp, SDSS-II SN 18604",SDSS J24340.96+002513.8,"22:43:41.040,22:43:41.04,22:43:41.01","+00:25:13.84,+00:25:16.72,+00:25:16.97,+00:25:16.698,+00:25:16.9","22:43:40.964,22:43:41.04,22:43:41,22:43:41.00","+00:25:13.839,+00:25:13.8036,+00:25:16,+00:25:16.0",24.59351567,24.78827043,23.45408139,21.64754427,21.89954141,0.7343752,0.6066353,0.3730137,0.1271795,0.474458,340.9208163,0.421305233,OSC Host,51,0.17656,0.178,0,20.912797,0.113509,-2.079275,0.215555,-0.046418,0.029501,10.812,0.0515,54387.37436,0.208013,0.001807,0.000695,0.000382,2,-19.079082,0.42138,-0.001107,2.54E+09,0,1.02E+01,0.177,11000
52,SDSS14318,SN2006py,"SN2006py, 2MASS J22414204-0008134, SDSS-II SN 14318",SDSS J24142.04-000812.9,"22:41:42.04,22:41:42,22:41:42.00,22:41:42.05,22:41:42.050","-00:08:13.5,-00:08:12.912,-00:08:12.858,-00:08:13.4232,-00:08:12.90,-00:08:12.9,-00:08:12.91","22:41:42,22:41:42.00","-00:08:12.9876,-00:08:12,-00:08:12.0",19.89496384,18.21391157,17.40697545,17.0034437,16.72162789,0.09367011,0.0114435,0.007011963,0.006520492,0.01498744,340.4252176,-0.136934005,OSC Host,52,0.05654,0.05783,0,17.780075,0.122398,0.864354,0.782043,0.028353,0.032176,9.93,0.0835,54072.07357,0.823627,-0.005013,0.000623,0.010413,2,-19.574804,-0.136905,-0.000516,2.42E+10,0,2.42E+01,0.057,10000
53,SDSS17168,SN2007ik,"SN2007ik, SDSS-II SN 17168",SDSS J23853.67-011002.0,"22:38:53.760,22:38:53.76,22:38:53.72","-01:10:02.14,-01:10:01.776,-01:10:01.488,-01:10:01.5","22:38:53.672,22:38:53.76,22:38:53,22:38:53.00","-01:10:02.120,-01:10:02.028,-01:10:01,-01:10:01.0",21.01987352,20.35441078,19.91873724,19.67078219,19.59041276,0.1956386,0.0484691,0.0420236,0.04825554,0.1638992,339.7236456,-1.167291296,OSC Host,53,0.18257,0.184,0,20.59859,0.115147,0.503374,0.302924,-0.039676,0.032445,9.52,0.16,54356.9479,0.286887,0.005314,0.000828,0.001011,2,-20.276196,-1.167083,-0.001069,1.06E+10,2.5372643,4.32E+00,0.183,8000
54,SDSS20048,SN2007pq,"SN2007pq, 2MASS J22371393+0044107, SDSS-II SN 20048",SDSS J23713.94+004410.6,"22:37:13.94,22:37:13.92","+00:44:10.8,+00:44:10.57,+00:44:10.993,+00:44:11.0","22:37:13.945,22:37:13.92,22:37:13,22:37:13.00","+00:44:10.728,+00:44:10.6512,+00:44:11,+00:44:11.0",21.88742006,20.23691691,18.94266127,18.43839943,18.05961667,0.2298604,0.02907269,0.01347908,0.01307228,0.03007203,339.308127,0.736301398,OSC Host,54,0.18056,0.182,0,20.90687,0.117002,-0.682083,0.491864,0.021693,0.03864,10.682,0.0055,54410.165,0.357633,0.010864,0.001091,0.004911,2,-20.691917,0.736387,-0.001082,8.81E+10,0,1.14E+01,0.181,11000
55,SDSS1112,SN2005fg,"SN2005fg, SDSS-II SN 1112",SDSS J23604.05-002229.7,"22:36:04.20,22:36:04.2,22:36:04.32,22:36:04.200","-00:22:30.8,-00:22:31,-00:22:30.684,-00:22:30.972,-00:22:30.6804,-00:22:30.9828,-00:22:30.79,-00:22:30.83","22:36:04.08,22:36:04,22:36:04.00","-00:22:29.7372,-00:22:30,-00:22:30.0",19.72785333,18.64403084,17.7744003,17.38048248,17.08177575,0.1200608,0.01864902,0.01381007,0.01417313,0.0411739,339.0168922,-0.374906888,OSC Host,55,0.25611,0.25764,0,21.537919,0.12482,-0.623265,0.675408,-0.026817,0.051918,11.13,0.2175,53630.086,0.67861,0.024142,0.001549,0.005258,2,-20.982361,-0.375189,-0.00045,2.34E+11,40.693478,3.73E+01,0.256,10000
56,SDSS18602,SN2007lo,"SN2007lo, SDSS-II SN 18602",SDSS J23556.07+003632.6,"22:35:56.160,22:35:55.92,22:35:56.16,22:35:56.06","+00:36:32.79,+00:36:32.98,+00:36:33.268,+00:36:32.965,+00:36:33.2","22:35:56.082,22:35:56.16,22:35:56,22:35:56.00","+00:36:32.786,+00:36:32.6952,+00:36:33,+00:36:33.0",22.7314876,21.48899471,20.89906284,20.35247838,21.09799978,1.198143,0.1360574,0.1130769,0.09307217,0.6452421,338.98376,0.609195987,OSC Host,56,0.13362,0.135,0,20.091364,0.113865,0.915935,0.181596,0.062187,0.027935,9.408,0.2115,54393.76868,0.132757,0.002792,0.000776,0.001358,2,-21.016417,0.609241,-0.001244,3.60E+09,0.54186852,2.58E+00,0.134,11000
57,SDSS13425,SN2006gp,"SN2006gp, SDSS-II SN 13425",SDSS J23409.93+000317.5,"22:34:10.00,22:34:10.08,22:34:10.001","+00:03:17.9,+00:03:18,+00:03:17.96,+00:03:17.84,+00:03:17.89","22:34:09.84,22:34:10,22:34:10.00","+00:03:17.5381,+00:03:17,+00:03:17.0",22.46097711,21.56675444,20.59974461,19.94328603,19.56525986,0.9183765,0.1467771,0.09526972,0.06789586,0.2034554,338.5415636,0.054669532,OSC Host,57,0.20953,0.211,0,21.86497,0.131221,-0.977679,0.560278,0.259538,0.057176,10.36,0.221,53993.0115,1.131731,0.008805,0.002994,0.002468,2,-21.458321,0.054988,-0.000861,2.44E+10,0,1.43E+00,0.21,8000
58,sn2005kc,SN2005kc,SN2005kc,NGC 7311,"22:34:07.34,22:34:7.44,22:34:07.339","+05:34:06.3,+05:34:06.31","22:34:06,22:34:06.77","+05:34:17,+05:34:12.9",20.33613853,19.74667639,19.67652913,19.79660133,20.73690391,0.1197478,0.02960776,0.03961983,0.05804458,0.3615797,338.5251204,5.57124451,OSC Host,58,0.01496,0.01512,0,15.489034,0.153548,-0.697978,0.034823,0.148376,0.019318,10.934,0.1225,53697.70763,0.031469,-3.20E-05,0.000289,-9.00E-05,3,338.53045,5.56834,-0.008587,89960762,0.01565641,1.48E+02,0.015,10000
59,sn2006gr,SN2006gr,SN2006gr,UGC 12071,"22:32:22.67,22:32:22.56,22:32:22.670","+30:49:43.3,+30:49:43.32,+30:49:43.28","22:32:25,22:32:24.50","+30:50:07,+30:50:07.5",23.28590367,23.10699227,22.16171437,22.34123763,21.11253833,0.6734524,0.2535236,0.15343,0.2508503,0.3134204,338.095321,30.82915311,OSC SN,59,0.033614,0.034597,0,16.968737,0.139809,0.878787,0.06783,0.074036,0.021572,10.781361,0.374166,54013.36217,0.06206,0.000139,0.000412,-9.20E-05,3,338.09449,30.82883,-0.010948,56821881,0.006503574,2.73E+00,0.034,13000
60,SDSS9032,SN2005le,"SN2005le, SDSS-II SN 9032",SDSS J23132.24-002937.1,"22:31:32.29,22:31:32.3,22:31:32.4,22:31:32.290","-00:29:36.8,-00:29:37,-00:29:36.852,-00:29:37.14,-00:29:36.8772,-00:29:37.1544,-00:29:36.82","22:31:32.16,22:31:32,22:31:32.00","-00:29:37.1508,-00:29:36,-00:29:36.0",25.26107858,22.1140386,21.71707772,22.52964327,21.01348026,1.166766,0.1790022,0.1645371,0.5068621,0.5102633,337.8844282,-0.493644391,OSC Host,60,0.25249,0.254,0,21.349051,0.126796,0.872317,0.593678,0.015949,0.051057,8.58,0.2905,53688.94104,0.492807,0.025657,0.001987,0.00892,2,-22.115431,-0.493577,-0.000481,3.27E+09,0.78418399,8.28E+00,0.252,8000
61,SDSS20581,SN2007qm,"SN2007qm, SDSS-II SN 20581",SDSS J23048.90+000041.9,"22:30:48.96,22:30:48.72,22:30:48.73","+00:00:42.0,+00:00:38.7,+00:00:38.4","22:30:48.96,22:30:48,22:30:48.00","+00:00:41.9922,+00:00:38,+00:00:38.0",21.01917336,20.06658705,19.62145651,19.52787226,19.71737574,0.1949601,0.02987957,0.02729723,0.03549723,0.172323,337.7038095,0.011636248,OSC Host,61,0.20554,0.207,0,20.612992,0.114345,-0.457773,0.44003,-0.122373,0.033026,9.938,0.224,54416.9512,0.397419,0.004994,0.000836,0.003326,2,-22.296984,0.01074,-0.000895,1.74E+10,4.1788134,3.69E+01,0.206,8000
62,SDSS1241,SN2005ff,"SN2005ff, SDSS-II SN 1241, SNF20051006-001",SDSS J23041.15-004634.4,"22:30:41.040,22:30:41.4,22:30:41.52,22:30:41.28,22:30:41.41,22:30:41.410","-00:46:34.47,-00:46:36,-00:46:35.724,-00:46:35.904,-00:46:35.7204,-00:46:35.8932,-00:46:35.8,-00:46:35.80,-00:46:35.76","22:30:41.147,22:30:41.23,22:30:41.04,22:30:41,22:30:41.00","-00:46:34.472,-00:46:35.7,-00:46:34.4964,-00:46:35,-00:46:35.0",20.03862198,18.52392874,17.63358436,17.12902612,16.77482258,0.139148,0.01597274,0.01144334,0.01076304,0.02486358,337.6715146,-0.776229313,OSC Host,62,0.08889,0.0902,0,19.115082,0.11251,-0.547524,0.078724,0.048945,0.022754,10.171,0.132,53635.37075,0.078459,0.000578,0.000522,5.10E-05,2,-22.327475,-0.776589,-0.001014,6.23E+10,0,1.78E+01,0.089,12000
63,SDSS6196,SN2005ig,"SN2005ig, SDSS-II SN 6196",SDSS J23031.48-003008.6,"22:30:31.47,22:30:31.5,22:30:31.44,22:30:31.48,22:30:31.481","-00:30:09.5,-00:30:10,-00:30:09.576,-00:30:10.044,-00:30:09.5832,-00:30:10.0548,-00:30:09.6,-00:30:09.61","22:30:31.44,22:30:31,22:30:31.00","-00:30:08.6508,-00:30:09,-00:30:09.0",24.41722532,20.67476306,19.14922048,18.59420177,18.22702486,2.410379,0.05594968,0.02092153,0.01790707,0.04041293,337.6312168,-0.502397138,OSC Host,63,0.27916,0.2807,0,21.551471,0.11948,-1.51965,0.540099,-0.017038,0.04576,11.251,0.1655,53669.46904,0.518463,0.013416,0.00138,0.006374,2,-22.368843,-0.502662,-0.000272,2.07E+11,0,2.64E+00,0.279,10000
64,SDSS15201,SN2006ks,"SN2006ks, 2MASS J22300456+0000112, SDSS-II SN 15201",SDSS J23004.54+000011.2,"22:30:04.560,22:30:04.56,22:30:04.66,22:30:04.661","+00:00:11.21,+00:00:13,+00:00:13.1,+00:00:12.9,+00:00:13.2,+00:00:13.21","22:30:04.541,22:30:04.56,22:30:04,22:30:04.00","+00:00:11.308,+00:00:11.269,+00:00:13,+00:00:13.0",21.23509538,19.25759542,17.87844651,17.45762502,17.02026294,0.3904056,0.02645327,0.01234887,0.01162924,0.03014975,337.5189159,0.003138592,OSC Host,64,0.20704,0.2085,0,21.801005,0.117479,-1.245704,0.45368,0.094327,0.040301,11.143,0.1405,54028.28699,0.395634,0.008227,0.001126,0.001288,2,-22.480585,0.003639,-0.000882,3.13E+11,0,2.39E+01,0.207,11000
65,SDSS18415,SN2007la,"SN2007la, SDSS-II SN 18415",SDSS J22954.60+010330.4,"22:29:54.720,22:29:54.72,22:29:54.78","+01:03:30.49,+01:03:30.636,+01:03:30.996,+01:03:30.9","22:29:54.602,22:29:54.72,22:29:54,22:29:54.00","+01:03:30.480,+01:03:30.492,+01:03:30,+01:03:30.0",22.05483896,22.03023333,24.61269913,21.7493153,22.73036357,0.3420629,0.1256009,0.9552179,0.2031023,0.7453126,337.4781089,1.058579117,OSC Host,65,0.12961,0.13097,0,19.866162,0.113841,-1.62361,0.175057,-0.086675,0.028141,10.832,0.1715,54381.42876,0.243849,0.001265,0.000735,0.000405,2,-22.521715,1.058609,-0.001241,5.25E+08,0.10661873,2.59E+01,0.13,9000
66,SDSS13736,SN2006hv,"SN2006hv, SDSS-II SN 13736",SDSS J22719.84+010150.5,"22:27:19.920,22:27:19.92,22:27:19.99,22:27:19.990","+01:01:50.59,+01:01:51.492,+01:01:51.204,+01:01:51.4,+01:01:51.38","22:27:19.849,22:27:19.92,22:27:19,22:27:19.00","+01:01:50.589,+01:01:50.556,+01:01:51,+01:01:51.0",21.81652062,20.55684651,19.96343288,19.637682,19.67629051,0.4216975,0.04944704,0.0445386,0.05150025,0.1797567,336.8327512,1.030750484,OSC Host,66,0.14901,0.1504,0,19.972155,0.112283,1.116862,0.164507,-0.026876,0.023147,9.589,0.2745,54015.78622,0.13189,0.001651,0.000501,0.000394,2,-23.166714,1.030971,-0.001227,8.83E+09,1.5365429,1.78E+00,0.149,10000
67,SDSS14816,SN2006ja,"SN2006ja, 2MASS J22265187+0030230, SDSS-II SN 14816",SDSS J22651.88+003023.0,"22:26:51.840,22:26:51.84,22:26:51.91,22:26:51.910","+00:30:23.08,+00:30:21.82,+00:30:22,+00:30:21.802,+00:30:21.593,+00:30:21.8","22:26:51.885,22:26:51.84,22:26:51,22:26:51.00","+00:30:23.077,+00:30:23.022,+00:30:21,+00:30:21.0",19.93523952,18.34863095,17.50488507,17.08565833,16.79102004,0.08262222,0.01061028,0.007569112,0.007891201,0.0177455,336.7162063,0.506396642,OSC Host,67,0.10589,0.10722,0,19.370566,0.112285,-0.67268,0.092627,0.021313,0.022405,10.383,0.204,54021.31629,0.091724,0.000804,0.000507,0.000275,2,-23.283701,0.506056,-0.001157,8.13E+10,0,4.32E+01,0.106,9000
68,SDSS16402,SN2006sv,"SN2006sv, SDSS-II SN 16402",SDSS J22528.23+001553.7,"22:25:28.25,22:25:28.32,22:25:28.250","+00:15:55.0,+00:15:54.97,+00:15:54.99,+00:15:54.526,+00:15:55.01","22:25:28.32,22:25:28,22:25:28.00","+00:15:53.7948,+00:15:55,+00:15:55.0",24.79379967,24.58840318,23.51548791,22.66928371,22.9254221,0.8425616,0.5691568,0.4425272,0.2997572,0.6555817,336.3681922,0.263976273,OSC Host,68,0.28845,0.29,0,20.859757,0.116661,-0.872064,0.779949,-0.186671,0.042448,10.996,0.0995,54059.49201,0.554159,0.016799,0.00103,0.012985,2,-23.63228,0.265275,-0.000213,3.48E+09,0,5.56E-01,0.288,7000
